x,y,theta,mode,radius        #mode: {straight, rotate, shift, arc, mix}
0,0,0,1,0
1,0,0,5,0
2,1,1.57,4,1
2,4,1.57,1,0
4,4,-1.56,4,1
4,4,-1.57,5,0
4,-4,-1.57,1,0
5,-4,1.56,4,0.5
5,-4,1.57,5,0
5,-0,1.57,1,0
